Date,Close,High,Low,Open,Volume,MA20,MA50,EMA20,EMA50,RSI,OBV,Fib23,Fib38,Fib50,Fib61,OilPrice,USDINR,SP500,newsenti
2007-12-19,5751.14990234375,5840.7998046875,5676.7001953125,5730.25,0,5837.922509765625,5739.00298828125,5858.194810931684,5661.512109098374,55.87893667139883,0.0,5783.291279296875,5534.529165039063,5333.474853515625,5132.420541992187,91.23999786376953,39.4900016784668,1453.0,0.0
2007-12-20,5766.5,5799.5,5742.75,5751.75,0,5850.280004882812,5745.503984375,5849.461971795333,5665.629281290595,50.21344432438201,0.0,5783.291279296875,5534.529165039063,5333.474853515625,5132.420541992187,91.05999755859375,39.48899841308594,1460.1199951171875,0.0
2007-12-24,5985.10009765625,6001.0498046875,5771.2998046875,5771.2998046875,0,5869.105004882813,5754.708984375,5862.379888543992,5678.1575485990525,56.036398280314266,0.0,5783.291279296875,5534.529165039063,5333.474853515625,5132.420541992187,94.12999725341797,39.25199890136719,1496.449951171875,0.0
2007-12-26,6070.75,6085.25,5988.4501953125,5988.4501953125,0,5886.0574951171875,5767.558984375,5882.224661063612,5693.553331006933,59.89011163904451,0.0,5783.291279296875,5534.529165039063,5333.474853515625,5132.420541992187,95.97000122070312,39.38999938964844,1497.6600341796875,0.0
2007-12-27,6081.5,6110.85009765625,6060.2001953125,6069.0,0,5905.225,5775.780986328125,5901.20326477184,5708.766925869406,57.05454595026725,0.0,5783.291279296875,5534.529165039063,5333.474853515625,5132.420541992187,96.62000274658203,39.196998596191406,1476.27001953125,0.0
2007-12-28,6079.7001953125,6098.60009765625,6021.89990234375,6079.5498046875,0,5928.33251953125,5784.013994140625,5918.202972442379,5723.313328592665,56.31313754057917,0.0,5783.291279296875,5534.529165039063,5333.474853515625,5132.420541992187,96.0,39.244998931884766,1478.489990234375,0.0
2007-12-31,6138.60009765625,6167.75,6095.0,6095.0,0,5953.53251953125,5795.6,5939.193174843701,5739.599084242218,57.9811717714142,0.0,5783.291279296875,5534.529165039063,5333.474853515625,5132.420541992187,95.9800033569336,39.244998931884766,1468.3599853515625,0.0
2008-01-01,6144.35009765625,6165.35009765625,6109.85009765625,6136.75,0,5972.612524414062,5811.467001953125,5958.731929397277,5755.471673003553,58.9954506426278,0.0,5783.291279296875,5534.529165039063,5333.474853515625,5132.420541992187,95.9800033569336,39.244998931884766,1468.3599853515625,0.0
2008-01-02,6179.39990234375,6197.0,6060.85009765625,6144.7001953125,0,5988.33251953125,5830.74900390625,5979.747926820751,5772.096309448267,54.46588453144352,0.0,5792.15375390625,5541.698025390625,5339.27490234375,5136.851779296875,99.62000274658203,39.375,1447.1600341796875,0.0
2008-01-03,6178.5498046875,6230.14990234375,6126.39990234375,6184.25,0,6004.342504882812,5850.64,5998.681438998537,5788.035662202747,51.121076488218804,0.0,5817.480279296875,5562.184665039063,5355.849853515625,5149.515041992187,99.18000030517578,39.35300064086914,1447.1600341796875,0.0
2008-01-04,6274.2998046875,6300.0498046875,6179.10009765625,6179.10009765625,0,6021.0574951171875,5866.6519921875,6024.9308071593905,5807.104844260973,62.671414973765835,0.0,5870.8838046875,5605.3828046875,5390.7998046875,5176.2168046874995,97.91000366210938,39.095001220703125,1411.6300048828125,0.0
2008-01-07,6279.10009765625,6289.7998046875,6193.35009765625,6271.0,0,6037.277490234375,5882.31099609375,6049.13740625433,5825.61446204118,63.65190377724939,0.0,5870.8838046875,5605.3828046875,5390.7998046875,5176.2168046874995,95.08999633789062,39.2130012512207,1416.1800537109375,0.0
2008-01-08,6287.85009765625,6357.10009765625,6221.60009765625,6282.4501953125,0,6052.955004882812,5896.688994140625,6071.871948292608,5843.741349712359,93.62136812076648,0.0,5914.470228515625,5640.639885742187,5419.324951171875,5198.010016601563,96.33000183105469,39.19599914550781,1390.18994140625,0.0
2008-01-09,6272.0,6338.2998046875,6231.25,6287.5498046875,0,6068.525,5908.082998046875,6090.931762740931,5860.535806586384,96.73548727298419,0.0,5914.470228515625,5640.639885742187,5419.324951171875,5198.010016601563,95.66999816894531,39.2130012512207,1409.1300048828125,0.0
2008-01-10,6156.9501953125,6347.0,6142.89990234375,6278.10009765625,0,6071.510009765625,5913.10400390625,6097.219232509651,5872.159900261918,80.15309495181405,0.0,5914.470228515625,5640.639885742187,5419.324951171875,5198.010016601563,93.70999908447266,39.215999603271484,1420.3299560546875,0.0
2008-01-11,6200.10009765625,6224.2001953125,6112.5498046875,6166.64990234375,0,6073.550024414062,5919.731005859375,6107.01741014266,5885.020300159735,80.94050798831803,0.0,5914.470228515625,5640.639885742187,5419.324951171875,5198.010016601563,92.69000244140625,39.095001220703125,1401.02001953125,0.0
2008-01-14,6206.7998046875,6244.14990234375,6172.0,6208.7998046875,0,6080.985009765625,5925.85400390625,6116.520495337407,5897.639104258863,72.67798865403806,0.0,5914.470228515625,5640.639885742187,5419.324951171875,5198.010016601563,94.19999694824219,39.21699905395508,1416.25,0.0
2008-01-15,6074.25,6260.4501953125,6053.2998046875,6226.35009765625,0,6082.3125,5930.01,6112.4947338767015,5904.565021738908,50.32667585442508,0.0,5914.470228515625,5640.639885742187,5419.324951171875,5198.010016601563,91.9000015258789,39.19200134277344,1380.949951171875,0.0
2008-01-16,5935.75,6065.0,5825.75,6065.0,0,6090.25,5930.077001953125,6095.66190207892,5905.787962062873,39.015738063976734,0.0,5914.470228515625,5640.639885742187,5419.324951171875,5198.010016601563,90.83999633789062,39.17100143432617,1373.199951171875,0.0
2008-01-17,5913.2001953125,6013.14990234375,5880.2998046875,5937.9501953125,0,6098.79501953125,5931.395009765625,6078.2845966725945,5906.078637876583,37.83249122206047,0.0,5914.470228515625,5640.639885742187,5419.324951171875,5198.010016601563,90.12999725341797,39.191001892089844,1333.25,0.0
2008-01-18,5705.2998046875,5908.75,5677.0,5907.75,0,6096.502514648438,5929.771005859375,6042.762235531158,5898.204958143678,23.997812930549998,0.0,5914.470228515625,5640.639885742187,5419.324951171875,5198.010016601563,90.56999969482422,39.284000396728516,1325.18994140625,0.0
2008-01-21,5208.7998046875,5705.0,4977.10009765625,5705.0,0,6068.617504882813,5918.3,5963.337242117476,5871.16946192971,14.668208769554582,0.0,5914.470228515625,5640.639885742187,5419.324951171875,5198.010016601563,90.56999969482422,39.47600173950195,1325.18994140625,0.0
2008-01-22,4899.2998046875,5203.35009765625,4448.5,5203.35009765625,0,6014.327490234375,5902.31099609375,5862.000343314621,5833.056926351585,9.956826330531356,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,89.8499984741211,39.310001373291016,1310.5,0.0
2008-01-23,5203.39990234375,5328.0498046875,4891.60009765625,4903.0498046875,0,5970.959985351563,5894.0369921875,5799.276491793586,5808.364494037553,24.360425093443993,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,86.98999786376953,39.472999572753906,1338.5999755859375,0.0
2008-01-24,5033.4501953125,5357.2001953125,4995.7998046875,5208.0,0,5918.5574951171875,5880.797998046875,5726.340654033482,5777.97569800912,18.599593726986512,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,89.41000366210938,39.36899948120117,1352.0699462890625,0.0
2008-01-25,5383.35009765625,5399.25,5035.0498046875,5035.0498046875,0,5883.739990234375,5869.707001953125,5693.67488675946,5762.500184269792,30.702938419255332,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,90.70999908447266,39.275001525878906,1330.6099853515625,0.0
2008-01-28,5274.10009765625,5380.9501953125,5071.0,5380.9501953125,0,5840.514990234375,5856.947001953125,5653.7153830353445,5743.347239696712,29.067287636052143,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,90.98999786376953,39.29499816894531,1353.9599609375,0.0
2008-01-29,5280.7998046875,5391.60009765625,5225.25,5279.5498046875,0,5797.337475585938,5844.42599609375,5618.199613668883,5725.208124598312,29.455277601678247,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,91.63999938964844,39.209999084472656,1362.300048828125,0.0
2008-01-30,5167.60009765625,5314.2998046875,5142.25,5283.75,0,5746.747485351562,5829.625,5575.285374048633,5703.341143149603,29.477885483507976,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,92.33000183105469,39.34700012207031,1355.81005859375,0.0
2008-01-31,5137.4501953125,5251.64990234375,5071.14990234375,5172.25,0,5694.6925048828125,5816.756005859375,5533.586785597573,5681.149341273638,27.837901414976656,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,91.75,39.31399917602539,1378.550048828125,0.0
2008-02-01,5317.25,5339.9501953125,5090.75,5140.60009765625,0,5646.840014648437,5811.880009765625,5512.983282207328,5666.8787788707505,32.69727859368554,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,88.95999908447266,39.27299880981445,1395.4200439453125,0.0
2008-02-04,5463.5,5545.2001953125,5315.5498046875,5315.5498046875,0,5606.060009765625,5810.7630078125,5508.270588663772,5658.903140483662,38.18322084170518,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,90.0199966430664,39.27199935913086,1380.8199462890625,0.0
2008-02-05,5483.89990234375,5500.60009765625,5412.9501953125,5463.75,0,5565.8625,5808.26900390625,5505.949570919009,5652.0402683997445,40.838953541438926,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,88.41000366210938,39.45100021362305,1336.6400146484375,0.0
2008-02-06,5322.5498046875,5470.39990234375,5257.0498046875,5470.39990234375,0,5518.389990234375,5800.08599609375,5488.482926516008,5639.119073744363,38.66291929275253,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,87.13999938964844,39.5359992980957,1326.449951171875,0.0
2008-02-07,5133.25,5344.60009765625,5113.85009765625,5322.5498046875,0,5467.20498046875,5788.787998046875,5454.651219228769,5619.281070852428,38.94097652903371,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,88.11000061035156,39.45899963378906,1336.9100341796875,0.0
2008-02-08,5120.35009765625,5173.85009765625,5034.25,5132.10009765625,0,5413.21748046875,5778.84400390625,5422.813017174243,5599.7151503349305,47.89680730832901,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,91.7699966430664,39.53499984741211,1331.2900390625,0.0
2008-02-11,4857.0,5126.39990234375,4803.60009765625,5120.5498046875,0,5345.727490234375,5763.292001953125,5368.926063157649,5570.58906600807,48.97160768239807,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,93.58999633789062,39.5260009765625,1339.1300048828125,0.0
2008-02-12,4838.25,4949.60009765625,4820.4501953125,4877.85009765625,0,5283.927490234375,5744.802001953125,5318.385485714064,5541.86988694893,39.6923019244293,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,92.77999877929688,39.57500076293945,1348.8599853515625,0.0
2008-02-13,4929.4501953125,4986.5498046875,4836.5498046875,4836.5498046875,0,5233.6125,5726.091005859375,5281.3440294853435,5517.8534284533835,46.92762008840709,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,93.2699966430664,39.63399887084961,1367.2099609375,0.0
2008-02-14,5202.0,5220.25,4944.64990234375,4944.64990234375,0,5198.052490234375,5712.96400390625,5273.787455248645,5505.467019494427,44.3859635863445,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,95.45999908447266,39.57600021362305,1348.8599853515625,0.0
2008-02-15,5302.89990234375,5315.39990234375,5104.75,5202.85009765625,0,5177.9324951171875,5700.222001953125,5276.560069257703,5497.523210978715,50.89618576337608,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,95.5,39.584999084472656,1349.989990234375,0.0
2008-02-18,5276.89990234375,5348.60009765625,5224.0,5304.4501953125,0,5181.3375,5686.66599609375,5276.592434313517,5488.871316522442,49.880084113780015,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,95.5,39.63600158691406,1349.989990234375,0.0
2008-02-19,5280.7998046875,5368.4501953125,5262.0,5278.39990234375,0,5200.4125,5672.79599609375,5276.993136253896,5480.71164939166,53.73153210865937,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,100.01000213623047,39.685001373291016,1348.780029296875,0.0
2008-02-20,5154.4501953125,5267.14990234375,5116.2998046875,5267.14990234375,0,5197.965014648437,5656.672998046875,5265.322379973763,5467.917082565026,50.526968700941026,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,100.73999786376953,40.13399887084961,1360.030029296875,0.0
2008-02-21,5191.7998046875,5241.35009765625,5120.0498046875,5156.89990234375,0,5205.882495117187,5638.563994140625,5258.3202299465,5457.08895402081,45.73457905942323,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,98.2300033569336,39.915000915527344,1342.530029296875,0.0
2008-02-22,5110.75,5184.0,5092.7998046875,5183.39990234375,0,5192.252490234375,5617.592998046875,5244.265922332548,5443.507034255288,37.44973340550923,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,98.80999755859375,39.974998474121094,1353.1099853515625,0.0
2008-02-25,5200.7001953125,5212.35009765625,5055.14990234375,5112.25,0,5188.582495117187,5600.445,5240.116805473496,5433.985197434002,40.39935204776015,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,99.2300033569336,39.91299819946289,1371.800048828125,0.0
2008-02-26,5270.0498046875,5281.2001953125,5200.7998046875,5200.7998046875,0,5188.044995117188,5584.8919921875,5242.967567303401,5427.556358502767,48.10181288168532,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,100.87999725341797,39.814998626708984,1381.2900390625,0.0
2008-02-27,5268.39990234375,5368.14990234375,5249.75,5271.39990234375,0,5193.084985351563,5574.719990234375,5245.3896944501,5421.3149288494715,55.65363179157055,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,99.63999938964844,39.689998626708984,1380.02001953125,0.0
2008-02-28,5285.10009765625,5302.85009765625,5227.14990234375,5266.35009765625,0,5200.46748046875,5565.57599609375,5249.1716376125905,5415.973170763464,56.870028815157845,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,102.58999633789062,39.816001892089844,1367.6800537109375,0.0
2008-02-29,5223.5,5290.7998046875,5098.35009765625,5285.0,0,5195.77998046875,5555.022998046875,5246.726719744725,5408.425203282544,68.37463304198646,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,101.83999633789062,39.90999984741211,1330.6300048828125,0.0
2008-03-03,4953.0,5222.7998046875,4936.0498046875,5222.7998046875,0,5170.25498046875,5538.752998046875,5218.752746435704,5390.565391389111,54.59349536287769,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,102.44999694824219,40.25400161743164,1331.3399658203125,0.0
2008-03-04,4864.25,4976.7001953125,4812.9501953125,4958.5498046875,0,5139.272485351563,5516.33599609375,5184.990580108493,5369.92557211895,47.38487619044635,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,99.5199966430664,40.20899963378906,1326.75,0.0
2008-03-05,4921.39990234375,4936.75,4847.25,4866.85009765625,0,5119.214990234375,5493.348994140625,5159.886706035661,5352.3363301669815,36.39447036902876,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,104.5199966430664,40.17399978637695,1333.699951171875,0.0
2008-03-07,4771.60009765625,4918.2998046875,4672.25,4918.2998046875,0,5101.132495117187,5467.15099609375,5122.907029047145,5329.5623602646,25.405032996661006,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,105.1500015258789,40.23899841308594,1293.3699951171875,0.0
2008-03-10,4800.39990234375,4814.9501953125,4620.5,4767.7998046875,0,5085.134985351562,5441.564990234375,5092.192064599203,5308.810891326528,27.99886011932675,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,107.9000015258789,40.31399917602539,1273.3699951171875,0.0
2008-03-11,4865.89990234375,4888.5,4732.85009765625,4796.2998046875,0,5085.57998046875,5416.110986328125,5070.640430098684,5291.4418329350465,31.874161932103007,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,108.75,40.17499923706055,1320.6500244140625,0.0
2008-03-12,4872.0,5019.2001953125,4854.75,4869.75,0,5087.26748046875,5390.663984375,5051.72229389881,5274.99313360426,36.211839657676016,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,109.91999816894531,39.979000091552734,1308.77001953125,0.0
2008-03-13,4623.60009765625,4868.7998046875,4580.14990234375,4868.7001953125,0,5071.9749755859375,5359.54798828125,5010.948751399518,5249.448308665123,27.001537219163026,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,110.33000183105469,40.124000549316406,1315.47998046875,0.0
2008-03-14,4745.7998046875,4758.9501953125,4607.5498046875,4623.7998046875,0,5049.164965820312,5330.89298828125,4985.696470760278,5229.69738694051,35.704476529434984,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,110.20999908447266,40.07500076293945,1288.1400146484375,0.0
2008-03-17,4503.10009765625,4745.4501953125,4482.10009765625,4745.4501953125,0,5009.174975585937,5295.468994140625,4939.734911417037,5201.203375596029,25.594713219922525,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,105.68000030517578,40.374000549316406,1276.5999755859375,0.0
2008-03-18,4533.0,4617.9501953125,4468.5498046875,4519.89990234375,0,4971.97998046875,5260.5469921875,4900.998253186843,5174.9993216510875,23.482629156146814,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,109.41999816894531,40.15399932861328,1330.739990234375,0.0
2008-03-19,4573.9501953125,4718.39990234375,4533.89990234375,4534.75,0,4936.6375,5226.268994140625,4869.850819103572,5151.4287676770255,25.702388327029865,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,104.4800033569336,40.132999420166016,1298.4200439453125,0.0
2008-03-24,4609.85009765625,4649.4501953125,4539.7998046875,4576.7998046875,0,4909.407495117188,5193.02599609375,4845.088845632398,5130.190388460525,26.687365602455003,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,100.86000061035156,40.185001373291016,1349.8800048828125,0.0
2008-03-25,4877.5,4896.7998046875,4616.7998046875,4616.7998046875,0,4893.6925048828125,5167.4369921875,4848.175622238836,5120.280961462074,39.54239723447788,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,101.22000122070312,40.051998138427734,1352.989990234375,0.0
2008-03-26,4828.85009765625,4912.2998046875,4808.64990234375,4878.7001953125,0,4879.597509765625,5140.0119921875,4846.3350960881135,5108.852300136356,45.666514978755174,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,105.9000015258789,40.05699920654297,1341.1300048828125,0.0
2008-03-27,4830.25,4863.75,4769.60009765625,4828.7998046875,0,4861.075,5112.48099609375,4844.803182174959,5097.926719738852,48.73615216123934,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,107.58000183105469,39.94499969482422,1325.760009765625,0.0
2008-03-28,4942.0,4970.7998046875,4796.35009765625,4830.0,0,4844.672509765625,5089.83599609375,4854.060021967821,5091.81194641576,50.735876128477706,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,105.62000274658203,39.6150016784668,1315.219970703125,0.0
2008-03-31,4734.5,4947.0,4703.85009765625,4942.14990234375,0,4817.977514648437,5065.81099609375,4842.67335320898,5077.799713222986,48.72718111012871,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,101.58000183105469,39.888999938964844,1322.699951171875,0.0
2008-04-01,4739.5498046875,4800.75,4628.75,4735.64990234375,0,4790.7,5042.33798828125,4832.852062873601,5064.535010927477,47.877789444752295,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,100.9800033569336,39.888999938964844,1370.1800537109375,0.0
2008-04-02,4754.2001953125,4916.75,4741.39990234375,4741.39990234375,0,4767.235009765625,5023.31599609375,4825.361408820164,5052.3650181582625,45.96110203028066,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,104.83000183105469,39.91999816894531,1367.530029296875,0.0
2008-04-03,4771.60009765625,4833.25,4738.2001953125,4753.89990234375,0,4758.165014648437,5014.572001953125,4820.241283947411,5041.354629118968,46.39911176957846,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,103.83000183105469,39.88399887084961,1369.31005859375,0.0
2008-04-04,4647.0,4791.7001953125,4632.7001953125,4766.7001953125,0,4747.302514648438,5009.526005859375,4803.742114047657,5025.889741702537,50.92103892529636,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,106.2300033569336,39.80500030517578,1370.4000244140625,0.0
2008-04-07,4761.2001953125,4798.5498046875,4628.7998046875,4631.35009765625,0,4739.292529296875,5000.68201171875,4799.690502739547,5015.509759491163,50.610013190519844,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,109.08999633789062,39.87300109863281,1372.5400390625,0.0
2008-04-08,4709.64990234375,4769.5498046875,4677.7998046875,4760.64990234375,0,4736.19501953125,4994.206005859375,4791.115207463757,5003.515255289304,59.641494158769866,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,108.5,39.82899856567383,1365.5400390625,0.0
2008-04-09,4747.0498046875,4758.25,4667.5,4707.0498046875,0,4733.527514648437,4981.48,4786.9185024374465,4993.457786638253,59.92211223153934,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,110.87000274658203,39.81700134277344,1354.489990234375,0.0
2008-04-10,4733.0,4799.5,4720.89990234375,4747.5498046875,0,4726.88251953125,4970.657998046875,4781.7834069672135,4983.243755789695,57.56119822617067,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,110.11000061035156,39.88999938964844,1360.550048828125,0.0
2008-04-11,4777.7998046875,4817.39990234375,4727.25,4734.35009765625,0,4722.172509765625,4960.597998046875,4781.4040162739075,4975.187130256276,57.91730177224956,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,110.13999938964844,39.775001525878906,1332.8299560546875,0.0
2008-04-15,4879.64990234375,4917.10009765625,4708.2998046875,4779.9501953125,0,4734.975,4954.838994140625,4790.760767328178,4971.440572298922,50.120126395995314,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,113.79000091552734,39.86399841308594,1334.4300537109375,0.0
2008-04-16,4887.2998046875,4951.39990234375,4874.0498046875,4881.64990234375,0,4742.05,4949.835986328125,4799.954961362399,4968.140934353376,53.42271478282252,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,114.93000030517578,39.82899856567383,1364.7099609375,0.0
2008-04-17,4958.39990234375,4984.9501953125,4889.64990234375,4890.60009765625,0,4764.814990234375,4942.658984375,4815.044955741576,4967.758933098096,56.9378951703763,0.0,5906.670474609375,5628.014860351563,5402.800048828125,5177.585237304687,114.86000061035156,39.87200164794922,1365.56005859375,0.0
